text_es,translation
Hamlet: Me viene bien tu consejo. [(Asiente el noble.)],Hamlet: Aholku ona da hori. [(Burua mugitzen du.)]
"Cuando Kimet se encontraba ya en el más allá, caminando sin descanso, llegó frente a una puerta de color fuego; y, estando cansado de tanto andar, pensó que allí dentro podría pasar la noche para descansar y, al día siguiente, continuar su viaje hacia la eternidad. Es cierto que al tocar la puerta la encontró más caliente de lo que esperaba, pero ya estaba acostumbrado al calor del hierro y aquello no le sorprendió demasiado. La puerta se abrió de par en par y apareció un demonio joven y muy astuto, quien, lleno de alegría y saltando de placer al ver entrar un nuevo visitante, le dijo:","Kimet jada heriotzaren ondorengo munduan zebilen, atsedenik hartu gabe. Bidean aurrera egin ahala, suzko koloreko ate bat topatu zuen. Hainbeste ibili ondoren nekatuta zegoenez, pentsatu zuen bertan igaroko zuela gaua atseden hartzeko eta, hurrengo egunean, betikotasunerako bidaia jarraituko zuela. Egia esan, atea ukitu zuenean, beroago zegoela espero zuen, baina burdina bezalako beroarekin ohituta zegoen eta ez zuen asko harritu. Atea zeharka zabaldu zen eta demonio gazte eta oso azkar bat agertu zen, pozik eta plazerez beteta bisitari berri bat sartzen ikusteagatik."
"La miseria, como un perro hambriento, roe y carcome, y determina la obsesión de vivir a la sombra del pecado.","Pobrezia, goseak dagoen txakur bat bezala, jan eta jaten du, eta bekatuaren itzalpean bizitzeko obsesioa ezartzen du."
"Guildenstern: No, mi señor, no lo haga, le suplico.","Guildenstern: Ez, jauna, ez egin hori, arren."
Nosotros les resultábamos muy interesantes. El anciano decía:,Guk oso interesgarriak iruditzen zitzaizkigun. Zaharrak honela esan zuen:
"Las dos hermanas, Joana y María, se sientan una frente a la otra. El silencio del comedor lleva un rato recogiendo el polvo invisible de sus dos respiraciones. Ninguna vecina ha venido esta tarde para hacerles compañía y, como si no tuvieran nada que decirse, Joana hojea lentamente las páginas de un libro amarillento, rescatado de la oscuridad de un armario, mientras María, con movimientos rápidos de los dedos, trabaja en un trozo de encaje que quiere terminar. La luz de gas dibuja un círculo de claridad sobre la mesa, dejando las paredes sumidas en una penumbra incierta. Ya son las siete, según el viejo reloj de madera negra que las dos hermanas han escuchado marcar la hora todos los días de su vida. Aunque nunca lo hayan hablado, ambas intuyen cómo el reloj envejece al mismo tiempo que ellas, su sonido se va apagando poco a poco hasta que apenas se percibe la vibración en el cristal redondo, y cada día los toques de las horas se espacian un poco más.","Bi ahizpak, Joana eta Maria, aurrez aurre eseri dira. Jangelako isiltasunak haien bi arnasketen hautsa jasotzen aritu da denbora batez. Ez da auzokiderik etorri arratsalde honetan konpainia egitera, eta, elkarri ezer esateko ez balute bezala, Joana liburu hori-argi bat orrialdeak astiro pasatzen ari da, armairu baten iluntasunetik ateratako liburu bat, bitartean Maria, hatzak azkar mugituz, amaitu nahi duen puntilladun lan bat egiten ari da. Gasaren argiak zirkulu bat marrazten du mahai gainean, hormak itzal lauso batean utziz. Dagoeneko zazpiak dira, egunero haien bizitzan ordua markatzen entzun duten egurrezko erloju zaharraren arabera. Nahiz eta inoiz ez duten hitz egin, bi ahizpek badakite erlojua beraiek bezala zahartzen dela, soinua pixkanaka itzaltzen dela, eta kristal biribilean apenas nabari daitekeen dardara, eta orduen hotsak pixkanaka urruntzen dira."
"Y se cumplieron los días de ella para dar a luz, y dio a luz un par de gemelos. Salió el primero, rojo, cubierto de vello por todo el cuerpo, y le pusieron por nombre Esaú. Después salió su hermano, y este tenía la mano agarrada del talón de Esaú. Por tanto, le pusieron por nombre Jacob. Tenía sesenta años Isaac cuando los engendró.","Haurdunaldiaren epea bete zuen eta bikiak erditu zituen. Lehenengoa atera zen, gorri-gorria, gorputz osoa ilez estalia, eta Esaú izena jarri zioten. Ondoren, bere anaia atera zen, eta Esaúren orpoari helduta zegoen. Horregatik, Jakob izena jarri zioten. Isaakek 60 urte zituen bikiak izan zituenean."
"El padre y el hermano respondieron: —Obra es esta por el Señor dispuesta: conviene obedecer... Vete, Rebeca, y sé la esposa de Isaac.— El hombre entonces dobla las rodillas y adora y agradece la piedad del cielo. Y se levanta, y del saco saca, a manos llenas, telas de colores y joyas de oro y plata, y a Rebeca y a los suyos hace ofrendas como regalo nupcial.","Aita eta anaia erantzun zuten: ""Jaunak erabakia da hau: komeni da obeditzea... Zoaz, Rebeca, eta izan zaitez Isaaken emaztea."" - Gizonak belauniko jarri eta zerura begira eskerrak ematen ditu. Zutitu egiten da, eta zakutik koloretako oihalak eta urrezko eta zilarrezko bitxiak ateratzen ditu, eta Rebecari eta bere ingurukoei eztei-opari gisa eskaintzen dizkie."
"Príncipe Demetrio. En este preciso instante harás redactar un telegrama cifrado con destino a París: bajo ningún pretexto debe saberse que he salido de Francia, y mucho menos que me encuentro en mi país.","Demetrio printzea. Une honetan telegrama zifratu bat idatziko duzu Parisera bidaltzeko: inolako aitzakiarik gabe, ezin da jakin Frantzia utzi dudanik, eta are gutxiago nire herrialdean nagoela."
"Tras arduos esfuerzos, lograron instalarlo finalmente en la carreta, amidos un clamor generalizado. Tres republicanos más, de relevancia local, ocuparon los demás puestos, mientras que otro, subiéndose a una plataforma, se apoderaba de la bandera y la izaba con aire triunfal. Fue entonces cuando pudimos verla bien. Era roja, y en medio, con grandes letras blancas, se podía leer la inscripción “¡Viva la República!”.","Ahalegin handien ondoren, azkenean gurdira igotzea lortu zuten, jendearen aldarri orokorrarekin batera. Beste hiru errepublikano, tokiko garrantzia zutenak, beste postuetan kokatu ziren, bitartean beste batek, plataforma batera igota, bandera hartu eta harro astindu zuen. Orduan ikusi ahal izan genuen ondo. Gorria zen, eta erdian, letra zuri handietan, ""Gora Errepublika!"" inskripzioa irakur zitekeen."
"Iban llegando poco a poco todos los amigos y familiares del sobrino; todos estaban alegres, vivaces y contentos; rodeaban la mesa, alargando las palabras como si quisieran alcanzar el plato con las manos, inventando planes y anécdotas… Y el buen humor y las risas llenaban aquella cocina, que solía ser tan tranquila, y más aún a esas horas de la noche en que el vecindario comenzaba a sumirse en el sueño. Las copas iban humedeciendo la “coca” y los dulces que ofrecían los jóvenes, mientras se lanzaban elogios a la que los había preparado; pues aunque sabían beber sin temor, también se cuidaban de no ofender con sus comentarios a los delicados oídos de la señora Nela.","Iban pixkanaka iristen ari ziren lehengusuaren lagun eta senide guztiak; denak zeuden alai, bizkorrak eta pozik; mahaiaren inguruan zeuden, hitzak luzatzen ari ziren, eskuak platerarekin bat egin nahian bezala, planak eta anekdotak asmatzen... Eta umorea eta barreak betetzen zuten sukaldea, ohiko isiltasuna izaten zuena, eta are gehiago gaueko ordu horietan, auzokideak loak hartzen hasten zirenean. Kopak ""coca"" hezetzen ari ziren, eta gazteek eskaintzen zituzten gozokiak, gazteek prestatu zituena goraipatzen zuten bitartean; izan ere, edateko beldurrik gabe bazekiten, baina ez zituzten zaharraren belarri delikatuak mindu nahi izaten."
"¡Máxi! [(Para la sopa).] ¡Buen fraile, buen fraile!","""Maxi! (Soparako). Fraide ona, fraide ona!"""
"—Agar, esclava de Sara, ¿de dónde vienes y a dónde vas?","—Agar, Sara esklabo, nondik zatoz eta nora zoaz?"
"El saco del buen campesino es delgado y alargado, lleva un número impreso en la parte superior con una tinta marrón y tosca: a veces parece un tres y otras, un escudo; ¡ay, qué cierto es que los números sólo se añaden cuando es necesario! Al salir de los rollos de tela, la aguja cose los sacos; su punta se clava con precisión, se detiene en los bordes, hace dobleces y refuerzos, y el diminuto ojo de la aguja parece reír. El molinero. El clásico molinero me evoca en mi mente como un cielo apagado, pues su azul pálido parece tejido con hilos de plata, como el trigo que muele. En la comarca es muy conocido y goza de fama de hombre honrado; con el paso de los años, sus manos se han curtido al accionar las piedras de moler, y todos le llaman “el enharinado”. Los aperos y utensilios del molino pasan continuamente por sus manos; es un hombre afable que siempre tiene una palabra para todos, y parece esperar a ver quién será el más feliz, pues en la comedia de la vida campesina no puede faltar un “maestro bromista”.","Nekazari onaren zakuak mehe eta luzanga itxura du, eta goialdean zenbaki bat inprimatuta darama, tinta marroi eta zakarrez idatzita: batzuetan hiru zenbaki dirudi, beste batzuetan, berriz, armarri bat; ai, egia da zenbakiak soilik beharrezkoa denean gehitzen direla! Oihal-erroletatik ateratzean, jostorratzak zakuak josten ditu; puntak zehaztasunez sartzen du, ertzetan gelditzen da, tolesturak eta sendogarriak egiten ditu, eta jostorratzaren begi txikiak irribarre egiten duela dirudi. Errotaria. Errotari klasikoa nire buruan zeru apalduta gogoratzen dut, bere urdin argia zilarrezko hariz ehundua dirudielako, ehotzen duen garia bezala. Eskualdean oso ezaguna da eta gizon zintzoaren ospea du; urteekin, errotarriak maneiatzean eskuak gogortu zaizkio, eta denek ""harrotua"" deitzen diote. Errotako tresnak eta tresnak etengabe pasatzen dira bere eskuetatik; gizon atsegina da, beti du hitz bat denentzat, eta dirudienez, ikusteko dago nor izango den zoriontsuena, bizitzaren nekazari-komedia honetan ezin baita falta ""bromazale maisua""."
"—Entra conmigo en mi huerto, hermana mía, esposa: allí recogeré mis mirras con mis bálsamos, allí comeré mis frutos con mi miel, ¡y allí beberé mi vino con mi leche!","—Sartu nire baratzean nire ahizpa, emaztea: han jasoko ditut nire mirra eta balsamoak, han jango ditut nire fruituak nire eztiaz, eta han edango dut nire ardoa nire esnearekin!"
"Señor Pere, yo respondo por ello. [(Al señor Josep.)] Yo te guiaré por un camino digno y sé por dónde debes pasar.","Señor Pere, nik erantzungo diot horri. [(Josep jaunari zuzenduta)] Nik bide duin batean gidatuko zaitut eta jakin behar duzun guztia azalduko dizut."
"La Fuente. —Todos los hombres del mundo, si estuvieran frente a mí, afirmarían que brotar agua es una condición esencial de mi existencia. O bien se niega que soy lo que soy, o bien se acepta que broto agua, pues de lo contrario no sería una fuente.","Itzulpena:

La Iturria. —Munduko gizon guztiak, nire aurrean baleude, esango lukete ura isurtzea nire existentziaren baldintza ezinbestekoa dela. Edo ukatuko lukete ni naizena naizela, edo onartuko lukete ura isurtzen dudala, bestela ez nintzateke iturria izango."
"Sin embargo, uno de los peritos, después de un buen rato, captó la atención de ambos funcionarios, indicándoles que, aunque todo parecía estar en regla, detectaba una falsificación en el sello. Efectivamente, tras compararlo con otras reproducciones que se sacaron, se comprobó que no solo no era idéntico, sino que, en lugar de una impresión, era un dibujo realizado con mucha paciencia y con una tinta especial. Confirmada esta falsedad, poco a poco también se reconoció que los nombres y las firmas eran una imitación.","Hala ere, peritu batek, denbora baten ondoren, bi funtzionarioen arreta erakarri zuen, adieraziz, dena zuzena zirudien arren, zigiluan faltsutze bat antzeman zuela. Eta hala zen, beste erreprodukzio batzuekin alderatuta, egiaztatu zen ez zela berdina, baizik eta marrazki bat zela, pazientzia handiz eta tinta berezi batekin egina. Faltsutze hau baieztatuta, pixkanaka onartu zen izenak eta sinadurak ere imitazioak zirela."
Todos estaban felices. Lo que restaba de la jornada sería la gloria.,Denak zeuden pozik. Egunaren amaiera izango zen garaipena.
"Me encuentran los guardias que patrullan la ciudad, ¿habríais visto aquello que mi alma tanto anhela?","Hona hemen itzulpena:

Zaintzaileek hiria zeharkatzen dute, ikusi al duzue nire arimak hainbeste desio duena?"
"La lucha fue breve: un torbellino de remos, brazos, tentáculos… El abuelo Mundet logró girar el saco del molusco, y, a partir de ese momento, el animal, que había perdido la fuerza de succión de sus terribles ventosas, debilitado y sin fuerzas, no opuso resistencia alguna, y lo desprendieron con facilidad del cuerpo humano al que se había aferrado como una red a la base de un árbol. Entonces, lo arrojaron sobre una roca y, golpeándolo con los remos, lo remataron; y, a continuación, uno de los marineros lo agarró por la base de los tentáculos, lo hizo girar como una pértiga y lo lanzó lejos, tierra adentro, hasta el fondo de la pedregosa playa. Mientras tanto, el cuerpo de Temme, liberado de las correas que lo sujetaban al borde de la roca, se hundía y se arrastraba por la pendiente; estaba a punto de sumergirse cuando el abuelo Mundet lo agarró por el pelo y lo sacó del agua. El viejo y Bonosi, que acudieron en su ayuda, subieron con sumo cuidado aquel pobre cuerpo al interior de la barca.","Testuaren itzulpena:

Borroka laburra izan zen: arraunak, besoak, tentakuluak... Dantza baten moduan. Aitonak moluskuaren zakua biratu zuen, eta une horretatik aurrera, animaliak, bere itsas-potentzia galdu zuen, ahulduta eta indarrik gabe, ez zuen inolako erresistentziarik jarri, eta erraz askatu zuten giza gorputzetik, zuhaitz baten oinarrian sare bat bezala itsatsita zegoen lekutik. Orduan, harkaitz baten gainean bota zuten eta, arraunekin kolpatuz, akabatu egin zuten; ondoren, marinel batek tentakuluen oinarritik heldu, perpendikular gisa biratu eta urruti bota zuen, lur barrura, harkaitzez betetako hondartzaren hondoraino. Bitartean, Temmeren gorputza, harkaitzaren ertzean lotzen zuten sokaetatik askatuta, murgildu eta maldan behera arrastaka zihoan; ur azpian sartzear zegoenean, aitonak ilea heldu eta ur azpitik atera zuen. Aitonak eta Bonosik, laguntzera joan zirenek, kontu handiz igo zuten gorputz hura txaluparen barrura."
"—Bien, les ruego que dejen de murmurar tanto —dijo Buturutos—, deseo dirigirme a ustedes.","—Beno, eskatzen dizuet hainbeste marmar egin gabe uzteko —esan zuen Buturutosek—, nahi dut zuei zuzentzea."
"Y el año pasado… que ya cumplirán noventa, es el mismo que siempre se usa para la fiesta, que así ha sido desde siempre, y que no cambia nunca.","Aurreko urtean... ia 90 urte beteko dituena, beti erabiltzen dena festarako, horrela izan baita beti, eta inoiz ez da aldatzen."
"Pero, qué más da, en otoño o en primavera, cuando sopla la brisa marina. Aún hoy, las cometas vuelan por el cielo de Barcelona y se balancean con elegancia en el aire diáfano. Con dos cañas delgadas se forma una cruz de San Andrés, y se une, por el nudo, una tercera caña, atravesada horizontalmente, que es un tercio más corta que las demás. Sobre estas, se extiende un hexágono de tela o de papel, con un ángulo fijado en cada punta de la caña; desde los cuatro ángulos superiores salen las ataduras, que se reúnen en un cordel que se soltará cuando la cometa se eleve. Estas ataduras están dispuestas de manera que la cometa se incline ligeramente hacia delante. Y de los dos ángulos inferiores cuelgan las ataduras que forman la larga y florida cola, con un peso suficiente para mantener el equilibrio sin obstaculizar demasiado el vuelo.","Baina, zer axola du udazkenean edo udaberrian, itsas brisa dabilenean. Gaur egun ere, kometa hegaldatzen da Bartzelonako zeruan eta dotore dantzan dabil aire garbian. Bi kanabera meheek San Andresen gurutzea osatzen dute, eta hirugarren kanabera bat lotzen zaio, horizontalean zeharka, besteak baino heren bat laburragoa. Gainean, oihal edo paper hexagono bat zabaltzen da, kanaberaren mutur bakoitzean angelu bat finkatuta; goiko lau angeluetatik atadurak ateratzen dira, eta korapilo batean elkartzen dira, kometa altxatzean askatuko den soka batean. Atadurak modu jakin batean kokatuta daude, kometa aurrerantz apur bat makurtu dadin. Eta beheko bi angeluetatik zintzilik daude atadurak, isats luze eta loretsua osatzen dutenak, oreka mantentzeko pisu nahikoa dutenak, baina hegan egitea gehiegi oztopatu gabe."
"Abad, [alejándose de la puerta]. ¡Ya ha hecho sus votos! ¡Ya está.","Abad, [ate aldera urrunduz]. Dagoeneko egin ditu botoak! Dagoeneko hor dago."
"Salgo de casa con mi hermana. El aire, con un ligero frescor agradable, nos azota y nos impregna con el aroma a hierbas secas y grasa de perdiz.","Etxetik ateratzen naiz nire arrebarekin. Haizeak, freskotasun atsegin batekin, astintzen gaitu eta belar lehorren eta usakume gantzaren usaina sartzen digu."
"Media hora después, la Bolsa parecía un mar embravecido, poblado de remolinos, envuelto en una densa niebla de humo caliente, y el círculo del Deuda Exterior formaba en el centro del Salón un torbellino humano del que se elevaban, en espirales irregulares, ofertas y compras por valor de millones.","Ordu erdi geroago, Burtsa itsaso nahasi bat zirudien, zurrunbilo ugarirekin, beroaren ke-laino trinko batean bilduta, eta Kanpo Zorraren zirkuluak Aretoaren erdian giza zurrunbilo bat osatzen zuen, eta milioika milioiko eskaintzak eta erosketak espiral irregularretan altxatzen ziren bertatik."
"No parece ni casado ni viudo; se mueve como un fantasma. Si me molestara, le daría una buena lección.","Ez dirudi ez ezkonduta dagoenik, ez alarguna denik; fantasma bat bezala mugitzen da. Aspertuko banindu, ondo merezitako lezio bat emango nioke."
"Serg· [(Tiembla como si le hubiera alcanzado el impacto de un cañón, pero habla con calma, aunque con profunda indignación).] ¡Yo les demostraré, al menos, que es una calumnia! [(Se dirige a la puerta con dignidad y la abre. Al mirar hacia afuera, un gemido de rabia se le escapa de los labios. Se lanza por el pasillo, arrastra a Louka consigo y la empuja violentamente contra la mesa, exclamando).] ¡Júzguenla, Bluntschli, júzguenla ustedes, usted, hombre frío e imparcial, juzgue a esta chismosa!","Sergio [(Dardara baten moduan astintzen du gorputza, baina hitz egiten du lasai, nahiz eta haserre sakon batek hartua egon).] Nik, behintzat, gezurra dela erakutsiko diet! [(Duintasunez zuzentzen da atarira eta atea irekitzen du. Kanpora begiratzean, amorru oihu bat ateratzen zaio ahotik. Korridorean barrena abiatzen da, Louka eramaten du berarekin eta indarrez mahaiaren kontra bultzatzen du, oihuka).] Epaiketa ezazue, Bluntschli, epaiketa ezazue zuek, zu, epaile hotz eta inpartzial horrek, epaiketa ezazue zurrumurru-saltzaile hau!"
"creer en la guerra porque el combate es un bien, cada herida, la sangre de un poema.","Gerra sinestea, borroka on bat delako, zauri bakoitza, poema baten odola da."
"—Pero quizás le falta... ¿qué le diré yo?... un pequeño detalle de elegancia, —replicó la señora Rodés.","—Baina agian falta zaio... zer esango dizut nik?... xehetasun txiki bat dotorezia, —erantzun zuen Rodés andreak."
No hay trigo sin briznas.,Ez dago gariarik lastorik gabe.
"Inocencio sufría mucho. Le parecía cometer una vil y enorme ingratitud al entregar a personas extrañas las tierras y las masías de Sant Martí de les Serres, tan impregnadas de su vida.","Inocenciok asko sufritzen zuen. Zerbait lotsagarria egiten ari zela iruditzen zitzaion ezezagunei Sant Martí de les Serres-eko lurrak eta baserriak ematea, bere bizitzaz hain beteak."
"Tras abandonar la tierra de Abimelec, Abraham se dirigió hacia la región del Negueb y acampó entre Cades y Sur. Y permaneció como huésped en Gerara. En cuanto a Sara, su esposa, Abraham decía de ella que era su hermana.","Abrahamek Abimeleken lurra utzi ondoren, Negev eskualderantz abiatu zen eta Kades eta Sur artean kanpatu zuen. Gerarren geratu zen ostatu hartuta. Sarari, bere emazteari buruz, anaia zuela esaten zuen Abrahamek."
"—Mira: ganchos, remos, velas, llovizna, palanquín, barandas, cuerdas, adornos… vamos, toda mi parafernalia marinera, podrías usarla a tu antojo y… tratarnos a medias, con una justa distribución de beneficios. ¿Qué te parece?","—Entzun: ganchos, remos, velas, llovizna, palanquín, barandas, cuerdas, adornos… bada, nire itsas gauza guztiak erabil ditzakezu nahi duzun bezala eta… tratua egin dezagun erdibana, irabazien banaketa justu batekin. Zer iruditzen zaizu?"
Padre e hija no pudieron evitar reírse.,Aita eta alaba ezin izan ziren barre egitetik gelditu.
"—Declara ya tus sentimientos, hombre, no te dejes vencer, pues no merece una mujer semejante sufrimiento—, le decían constantemente sus parientes, amigos y compañeros. Pero él, obstinado, permanecía callado e inamovible.","—Adieraz itzazu zure sentimenduak, gizona, ez utzi garaitzen, emakume horrek ez baitu merezi halako sufrimendurik—, esaten zioten etengabe senideek, lagunek eta lankideek. Baina bera, tematia, isilik eta mugigaitz geratzen zen."
"Y así las cosas se desarrollaron bien y el grupo de gente partió hacia la ermita de Lledó. Allí caminaron entre el aroma de las acacias florecientes, el susurro de los trigales bajo la suave brisa matinal y el murmullo del agua que brotaba de los manantiales. Se oyen las primeras canciones de los pájaros. Un mirlo colorea el cielo sobre el mar plateado. Desde el campanario se escuchan unas campanadas sueltas, largas, solemnes y rítmicas: es la hora del alba.","Honela gauzak ondo joan ziren eta jende taldea Lledóko ermitara abiatu zen. Han ibili ziren akazia loratuen usain artean, belardietako xuxurla goizaldeko haize leunean eta iturrietako uraren marmarra. Txori-kantak entzuten ziren lehen aldiz. Mika batek zerua margotu zuen itsaso zilarreztatuaren gainean. Kanpandorrean kanpai-hots solteak, luzeak, solemneak eta erritmikoak entzuten ziren: egunsentiaren ordua zen."
"—¡Ay! ¡Perdonadme! ¡Perdonadme, buen señor! —dijo, inclinando la cabeza, con voz baja y temblorosa—. Temo haber dicho palabras imprudentes. No creáis que mi ánimo es de faltar al respeto que a vuestra persona os corresponde.","—A! Barkatu! Barkatu, jauna! —esan zuen, burua makurtuz, ahots baxu eta dardartiarekin—. Hitz desegokiak esan ditudala iruditu zait. Ez pentsa nire asmoa zure pertsonari dagokion errespetua falta izatea denik."
"Príncipe Demetrio le rogó perdón, Comendador.",Demetrio printzeak barkamena eskatu zion Komendadoreari.
Ahora es tiempo de fervor y de amor: mezcla de ardor y languidez.,Orain da garaia suhartasun eta maitasunerako: beroaldi eta lozorroaren nahasketa.
"Los dos compañeros se habían dedicado a esa tarea durante algún tiempo, pues, además de recoger papeles y desperdicios, la utilizaban para cazar gatos. Cada uno llevaba un bastón, esperaban a que se acercara el pobre animal y, de un golpe, lo derribaban; y, ya fuera muerto o no, el Nariz Rota, con un cuchillo, le despellejaba. Se habían aficionado mucho a ello, pues por tres pieles de gato les daban tanto como por un saco lleno de papeles.","Bi lagunak denbora batez aritu ziren zeregin horretan, izan ere, papera eta zaborra biltzeaz gain, katuen ehizan ere erabiltzen zuten. Bakoitzak makila bat zeraman, eta txiroa zen animalia hurbiltzen zenean, kolpe batez botatzen zuten lurrera; eta, hilik ala bizirik, Nariz Rota, aizto batekin, larrutzen hasten zen. Asko gustatzen zitzaien hori egitea, hiru katu-larruk paper-zaku bete batek adina balio baitzuen."
"¿De qué tiene miedo, Gladys? ¿A morir? Con el mundo como está, a veces es mejor estar entre los muertos que entre los vivos esperando que llegue el momento. Y dígame, ¿no es cierto que su padre también viaja por estos lugares?","Zertaz du beldurra, Gladys? Hiltzeaz? Mundua nola dagoen ikusita, hobe da batzuetan hildakoen artean bizidunen artean baino, heriotzaren zain egotea. Eta esadazu, ez al du zure aitak ere leku hauetan bidaiatzen?"
"Luis, ¿no les has hablado con poco respeto a esos señores?","Luis, ez al diezu errespetu pixka batekin hitz egin horiei?"
"—Como insistes tanto, me voy de inmediato.","—Hainbeste aldiz errepikatzen duzula, berehala noa."
"II Ya llegaba al fin el buen tiempo. Las grandes manadas de ovejas abandonaban los pastos de las laderas de Costaborda, dejando bien abonada la tierra, que las nieves del invierno cubrirían. Más tarde, con los soles de primavera, vendría el deshielo, brotaría la hierba lozana y fresca, se extendería la gran floración, para que el ganado recuperara fuerzas para el año siguiente.","II Azkenean, ona iritsi zen eguraldia. Artalde handiak Costabordako magaletako larreetatik alde egiten ari ziren, lurra ondo ongarrituz, neguko elurrek estaliko baitzuten. Geroago, udaberriko eguzkiekin, desizoztea etorriko zen, belarra fresko eta bizia aterako zen, lorez beteko zen, eta abereek indarra hartuko zuten hurrengo urterako."
"Rey Rodolfo: Son dos los hijos míos que corren peligro de vida; uno está en la guerra, pero las últimas noticias que he recibido son tranquilizadoras. Y esto se debe, sin duda, al valor de mi ejército y a la gracia de Dios. El otro hijo mío, en cambio, se encuentra en un peligro real de muerte; y, según me aseguran, yo no puedo hacer nada para favorecer su recuperación. Sin embargo, existe una persona que, según entiendo y ahora me confirma el Príncipe, puede darme la victoria; y por eso me siento tan feliz.","Rodolfo erregea: Nire bi seme-alabak daude bizia galtzeko arriskuan; bat gerran dago, baina jaso ditudan azken berriak lasaigarriak dira. Hau, zalantzarik gabe, nire armadaren balioari eta Jainkoaren grazia dela eta gertatu da. Nire beste semea, ordea, heriotzaren benetako arriskuan dago; eta, esaten didatenez, ezin dut ezer egin haren sendatzea errazteko. Hala ere, badago pertsona bat, nik ulertzen dudan bezala eta orain Printzeak berresten didan bezala, garaipena eman diezadakeena; eta horregatik nago hain pozik."
"¿Por qué, entonces, corre tanto peligro el fin trascendente de la poesía si el poeta se entrega por completo a la rutina de una métrica ya establecida, en la que la expresión queda forzada y muerta al serle impuesta; o si, por el contrario, deja caer al azar, bajo la luz difusa de un ambiente sin forma, las palabras, arrancándolas al molde de un ritmo tradicional y frustrando quizás la virtud misteriosa que este podría encerrar?","Zergatik, orduan, arriskuan dago poesiaren azken helburua, poeta erabat entregatzen bada errutina ezarritako metrika batera, non adierazpena behartua eta hilik geratzen den inposatua izatean; edo, aitzitik, hitzak tradiziozko erritmoaren moldean erauzi eta kasu batzuetan bertute misteriotsua izan dezakeen hori zapuzten badu, ingurune forma gabeko argi lausoaren pean utziz?"
"—¡Qué hermosa alcoba! Demasiado hermosa para un humilde discípulo de San Francisco. ¡Cuántos pobres de Jesucristo estarán ahora, mal protegidos del frío, de camino, bajo la helada que cae!","—Ohe ederra! Ederra bezainbeste, San Frantziskoren ikasle apal batentzat. Zenbat pobre daude orain, Jesusen ikasleak, hotzetik babestu gabe, bidean, elurra ari duela!"
"Cabe decir que aquel sentido cesarista era tan despectivo tanto en el primer tema de la trilogía tradicionalista como en el segundo. Los soldados carlistas del norte solían llevar al pecho el escapulario del Sagrado Corazón ""que luego había de ser quitado de Real orden de los uniformes, sin perjuicio de ser consagrado oficialmente más tarde el ejército carlista al Corazón adorable del Redentor, cuando agotados los recursos de la ciencia militar se apelaba al heroísmo individual..."". Entonces ""no había llegado a noticias de la Comisión, por no haberse promulgado en Cataluña, la existencia del Código penal carlista, que establecía contra los que circulasen documentos pontificios sin el pase regio, la sanción coercitiva que jamás ha querido D. Carlos autorizar contra los que desconocen y atacan los sagrados derechos de Dios..."".","Esan beharra dago zentzabide zesartarra hain despektatiboa zela trilogia tradizionalistaren lehenengo gaietan zein bigarrenean. Iparraldeko karlista soldaduek bihotz sakratuaren eskapularioa eramaten zuten bularraldean, ""geroago errege aginduz uniformeetatik kenduko zena, baina ofizialki geroago armada karlista bihotz maitekorra gorputz erredentorekoari eskainiko zitzaiona, zientzia militarreko baliabideak agortuta heroismo indibidualera jo behar izan zenean..."". Orduan ""Ez zegoen Komisioaren berriak iritsiak, Katalunian ez baitzen promulgatu kode penal karlista, dokumentu pontifizioak errege pasea gabe zebiltzanen aurka zigor hertsatzailea ezartzen zuena, D. Karlosek inoiz ez baitzuen baimendu Jainkoaren sagaratutako eskubideak ezezagutu eta erasotzen zituztenen aurka...""."
[(La Dadatta desafía con un ligero tono de burla.)],"[Dadattak, tonu ironiko batez, erronka botatzen du.]"
—Crean que soy un hombre de poca importancia. Una migaja me parece un tesoro.,—Uste dute gizon garrantzi gutxikoa naizela. Apur bat nahikoa zait altxorra bezala.
"Dado que conocía su desgana por escribir, le envié un borrador con la única condición de que lo copiara, y él prometió firmarlo y enviarlo. Pero ni siquiera se molestó en poner un sello, y al final tuvo que pagar los gastos a su familia.","Zure idazteko gogo falta zela eta, zirriborro bat bidali nion, kopiatzeko baldintzarekin, eta berak sinatuko zuela eta bidaliko zidala agindu zidan. Baina ez zen ezta zigilua jartzera ere ausartu, eta azkenean bere familiak ordaindu behar izan zituen gastuak."
Clínia. …si alguna vez volverás a verlos.,Clínia. ...Berriz ikusiko badituzu ere.
"La bestia dejó oír un leve gruñido, respondiendo con dignidad al murmullo de los visitantes.","Animaliak xuxurla leun bat bota zuen, bisitarien marmarrari duintasunez erantzunez."
"Sergi, lo haremos pedazos, y los pondremos en las puertas...","""Eta zatitu egingo zaitut, eta ateen gainean jarriko zaitut."""
